src_fm_fc_ms_ff,target
"org . junit . Assert . assertEquals ( 2 , ksessionNamesList . size ( ) )
","org . junit . Assert . <mask> ( 2 , <mask> <mask> size ( ) )"
"org . junit . Assert . assertEquals ( 0 , overtredingen . size ( ) )
",org . junit . Assert . assertEquals ( 0 <mask> overtredingen . <mask> ( ) <mask>
"org . junit . Assert . assertTrue ( true )
",org . junit . <mask> . <mask> ( true )
"org . junit . Assert . assertNull ( bad . getObjectId ( ) )
",org . junit . <mask> . assertNull ( bad <mask> getObjectId ( ) )
"org . junit . Assert . assertEquals ( expResult , result )
","org <mask> junit . Assert . <mask> ( expResult , result )"
"org . junit . Assert . assertEquals ( org . camunda . bpm . engine . test . api . mgmt . BatchPriorityTest . CUSTOM_PRIORITY , executionJob . getPriority ( ) )
","org . junit . Assert . assertEquals ( org . camunda . bpm . engine . test <mask> api . mgmt <mask> BatchPriorityTest . CUSTOM_PRIORITY , executionJob . <mask> ( ) <mask>"
"org . junit . Assert . assertNotNull ( aa )
",org . junit <mask> Assert <mask> assertNotNull ( aa )
"org . junit . Assert . assertEquals ( 0 , mIx . count ( null , null ) )
","org <mask> <mask> . Assert . assertEquals ( 0 , mIx . count ( null , null <mask> )"
"org . junit . Assert . assertTrue ( result )
",org <mask> junit . Assert . <mask> ( result )
"org . junit . Assert . assertEquals ( tested , cascade )
","org <mask> junit . Assert . <mask> ( tested , cascade )"
"org . junit . Assert . assertEquals ( expectedOne , actual )
","org . junit . Assert . assertEquals <mask> expectedOne , <mask> )"
"org . junit . Assert . assertNotNull ( org . apache . phoenix . hbase . index . write . IndexWriter . getFailurePolicy ( env ) )
",<mask> . <mask> . Assert . assertNotNull ( org . <mask> . <mask> . hbase . index . write . IndexWriter . getFailurePolicy ( env ) <mask>
"org . junit . Assert . assertEquals ( result , storageUnitEntity )
","org . <mask> <mask> Assert . assertEquals ( result , storageUnitEntity )"
"org . junit . Assert . assertEquals ( MatchDataSource . SIGNALP_GRAM_NEGATIVE , m )
","org . <mask> . Assert . assertEquals ( MatchDataSource . <mask> , m )"
"org . junit . Assert . assertEquals ( 0 , stateNode . getFeature ( com . vaadin . flow . internal . nodefeature . ClientCallableHandlers . class ) . size ( ) )
","<mask> . <mask> . Assert . assertEquals ( 0 , stateNode . getFeature <mask> com . vaadin . flow . <mask> <mask> nodefeature . ClientCallableHandlers . class ) . size ( ) <mask>"
"org . junit . Assert . assertEquals ( 3 , config . getLatestVersionNumber ( ) )
","<mask> . junit . <mask> . <mask> ( 3 , config . getLatestVersionNumber ( ) )"
"org . junit . Assert . assertNull ( translator )
",org . junit . Assert <mask> assertNull ( translator <mask>
"org . junit . Assert . assertThat ( ( nativePort > 0 ) , org . hamcrest . Matchers . is ( true ) )
","org <mask> <mask> . Assert . assertThat ( ( nativePort > 0 ) , org . <mask> . Matchers <mask> <mask> ( true ) )"
"org . junit . Assert . assertEquals ( t , new org . apache . jackrabbit . oak . plugins . document . util . TimeInterval ( start , ( ( start ) + 2 ) ) )
","org <mask> junit . Assert . assertEquals ( <mask> , new org . apache . jackrabbit . oak . plugins . document . util . TimeInterval <mask> start , ( ( <mask> ) <mask> 2 <mask> <mask> )"
"org . junit . Assert . assertEquals ( actualLayoutPageTemplateEntries . toString ( ) , ( ( originalLayoutPageTemplateEntries . size ( ) ) + 2 ) , actualLayoutPageTemplateEntries . size ( ) )
","org . junit . <mask> <mask> assertEquals ( actualLayoutPageTemplateEntries . <mask> ( ) , ( <mask> originalLayoutPageTemplateEntries . size ( ) <mask> + 2 ) , <mask> . size ( ) )"
"org . junit . Assert . assertSame ( result1 , future . get ( ) )
","org . junit . <mask> . assertSame ( result1 , future . get ( ) <mask>"
"org . junit . Assert . assertEquals ( 2 , topology . get_bolts_size ( ) )
","org . junit . Assert <mask> assertEquals ( 2 , <mask> . <mask> ( ) )"
"org . junit . Assert . assertEquals ( java . lang . Integer . valueOf ( 1 ) , fooField . get ( null ) )
","org . <mask> <mask> Assert . assertEquals <mask> <mask> . lang <mask> Integer . valueOf ( 1 ) , fooField . get ( null ) )"
"org . junit . Assert . assertFalse ( subject . passesTypeCheck ( org . json . JSONObject . class , true , null ) )
","org . <mask> . Assert . <mask> ( subject . passesTypeCheck ( org . <mask> . JSONObject . <mask> , true <mask> null ) )"
"org . junit . Assert . assertTrue ( ( size >= 1024 ) )
",org <mask> junit . Assert . assertTrue ( <mask> size >= 1024 ) )
"org . junit . Assert . assertThat ( entry . getRpslObject ( ) , org . hamcrest . Matchers . is ( inetnum ) )
",org . junit <mask> Assert <mask> assertThat ( entry . getRpslObject ( ) <mask> org . hamcrest . <mask> . is ( inetnum ) )
"org . junit . Assert . assertEquals ( ""1"" , sm . recycleOldestExpired ( ) )
","org . junit . Assert . assertEquals ( ""1"" , <mask> . recycleOldestExpired <mask> ) <mask>"
"org . junit . Assert . assertTrue ( result )
",org . junit <mask> Assert . assertTrue <mask> result )
"org . junit . Assert . assertEquals ( expected , result )
","org . junit . Assert <mask> <mask> ( expected , result )"
"org . junit . Assert . assertEquals ( expected , extensions )
","org . junit . Assert <mask> assertEquals <mask> expected , extensions )"
"org . junit . Assert . assertEquals ( 0 , client . getOverrides ( ""exp"" ) . size ( ) )
","<mask> . junit . Assert . assertEquals ( 0 , client . getOverrides <mask> ""exp"" <mask> . size ( <mask> )"
"org . junit . Assert . assertEquals ( true , o . help )
","org . junit <mask> Assert <mask> assertEquals ( true , o . help )"
"org . junit . Assert . assertEquals ( java . util . Collections . singletonList ( 0 ) , s . findBuildOrder ( digraph ) )
","org . <mask> . Assert . assertEquals ( java . <mask> <mask> Collections . singletonList ( 0 ) , <mask> . findBuildOrder ( <mask> ) )"
"org . junit . Assert . assertEquals ( data , data2 )
","<mask> . junit . Assert . assertEquals ( <mask> , data2 )"
"org . junit . Assert . assertTrue ( org . apache . xmlgraphics . java2d . color . profile . ColorProfileUtil . isDefaultsRGB ( iccStream . getICCProfile ( ) ) )
",org . junit . Assert . assertTrue ( <mask> . apache . xmlgraphics . <mask> . color . profile . ColorProfileUtil . <mask> <mask> iccStream . getICCProfile ( <mask> ) )
"org . junit . Assert . assertThat ( events . size ( ) , org . hamcrest . Matchers . is ( 2 ) )
","<mask> . <mask> . Assert . assertThat ( <mask> . size <mask> ) , org . hamcrest . <mask> . is ( 2 ) )"
"org . junit . Assert . assertThat ( testee . isVoid ( ) , org . hamcrest . Matchers . is ( true ) )
","org <mask> junit . Assert <mask> assertThat ( <mask> . isVoid ( ) , org . hamcrest . Matchers <mask> <mask> ( true ) )"
"org . junit . Assert . assertEquals ( expectedAcceptedLanguageList , acceptedLanguageList )
","org . junit . Assert . <mask> ( expectedAcceptedLanguageList , <mask> )"
"org . junit . Assert . assertEquals ( permission , chmod . getPermissions ( ) )
","<mask> . junit . Assert <mask> assertEquals ( permission , chmod . <mask> ( ) )"
"org . junit . Assert . assertEquals ( 4 , version . getBigNumber ( ) )
","org . junit . <mask> . <mask> <mask> 4 , version . getBigNumber ( ) )"
"org . junit . Assert . assertNull ( missingLVEntryVersion )
",org . junit . Assert <mask> assertNull ( missingLVEntryVersion <mask>
"org . junit . Assert . assertEquals ( ""<arg9></arg9>\n"" 3 , sb . toString ( ) , tagOut )
","org . junit . Assert . assertEquals ( <mask> <mask> , sb . toString ( ) , <mask> )"
"org . junit . Assert . assertNotNull ( config )
",org . <mask> . Assert . assertNotNull <mask> config )
"org . junit . Assert . assertEquals ( expected , strings )
","org . junit . Assert . <mask> ( <mask> , strings )"
"org . junit . Assert . assertEquals ( org . pentaho . platform . util . MyTestAction . class , aClass )
","org <mask> junit . Assert . assertEquals ( <mask> . <mask> . platform . <mask> . MyTestAction . class , aClass )"
"org . junit . Assert . assertEquals ( attributeValueList , result )
","org . junit . <mask> . assertEquals ( attributeValueList , result )"
"org . junit . Assert . assertEquals ( MailState . SEND_ERROR , state )
","org . junit . Assert . assertEquals ( MailState <mask> SEND_ERROR , state <mask>"
"org . junit . Assert . assertEquals ( java . util . Arrays . asList ( a , c , d , b ) , ls )
","org . junit . <mask> . assertEquals <mask> java . util . Arrays . asList ( a <mask> <mask> <mask> d , b ) , ls )"
"org . junit . Assert . assertEquals ( expected , a . toString ( ) )
","org . junit . Assert . assertEquals ( expected , a . <mask> <mask> ) <mask>"
"org . junit . Assert . assertEquals ( ""javax.security.sasl.server.authentication"" 2 , uid )
","org <mask> junit . Assert <mask> assertEquals ( ""javax.security.sasl.server.authentication"" 2 , uid )"
"org . junit . Assert . assertNull ( modifier )
",org . junit . Assert <mask> assertNull ( <mask> )
"org . junit . Assert . assertEquals ( expectedItemDefinitions , actualItemDefinitions )
","org . <mask> <mask> Assert . assertEquals ( expectedItemDefinitions , actualItemDefinitions )"
"org . junit . Assert . assertTrue ( unsyncCharArrayReader . markSupported ( ) )
",org . junit . Assert <mask> assertTrue ( unsyncCharArrayReader . markSupported ( <mask> )
"org . junit . Assert . assertFalse ( iter . hasNext ( ) )
",<mask> . junit . Assert . <mask> ( iter . hasNext ( ) )
"org . junit . Assert . assertTrue ( found )
",org <mask> <mask> . Assert . assertTrue ( found )
"org . junit . Assert . assertEquals ( testPayload , payload )
","<mask> . junit . <mask> . assertEquals ( testPayload , payload )"
"org . junit . Assert . assertNull ( mediaType . charset ( ) )
",org . <mask> . Assert . <mask> ( mediaType . charset ( ) )
"org . junit . Assert . assertEquals ( control , test )
","<mask> . <mask> . Assert . assertEquals ( control , test )"
"org . junit . Assert . assertEquals ( 108 , e . getHttpStatusCode ( ) )
","org <mask> junit . Assert . <mask> ( 108 , e . getHttpStatusCode ( ) )"
"org . junit . Assert . assertEquals ( retryQueue . size ( ) , 0 )
","org . <mask> <mask> Assert . assertEquals ( retryQueue . size ( ) , 0 )"
"org . junit . Assert . assertEquals ( idWithSlash , responseRemove . getId ( ) )
",org . junit . Assert . <mask> ( idWithSlash <mask> responseRemove . getId <mask> ) )
"org . junit . Assert . assertFalse ( org . apache . rya . api . utils . QueryInvestigator . isConstruct ( sparql ) )
",org . <mask> . Assert . assertFalse <mask> <mask> . apache . rya . api . utils . QueryInvestigator . isConstruct ( <mask> <mask> )
"org . junit . Assert . assertEquals ( testResponse , ""testMessage"" )
","org . junit <mask> Assert . assertEquals ( testResponse , ""testMessage"" )"
"org . junit . Assert . assertEquals ( """" , testUrlEncode . getValue ( context ) )
","org . junit . Assert . <mask> ( """" , testUrlEncode . getValue ( <mask> <mask> )"
"org . junit . Assert . assertEquals ( filename , classUnderTest . getFilename ( ) )
","<mask> . junit . Assert . assertEquals <mask> filename , classUnderTest . getFilename <mask> ) )"
"org . junit . Assert . assertNull ( publicNameChk )
",org <mask> junit . Assert . assertNull ( publicNameChk <mask>
"org . junit . Assert . assertEquals ( true , hasApplied )
","org . <mask> . <mask> . assertEquals ( true , hasApplied )"
"org . junit . Assert . assertEquals ( operator , ""Frank"" )
","<mask> . junit . <mask> . assertEquals ( operator , ""Frank"" )"
"org . junit . Assert . assertEquals ( e , generalSettingsPresenter )
",org . junit . Assert . assertEquals ( e <mask> <mask> )
"org . junit . Assert . assertThat ( actual , org . hamcrest . CoreMatchers . equalTo ( expected ) )
","org . junit . Assert . assertThat ( <mask> , org <mask> hamcrest . <mask> . equalTo ( <mask> ) )"
"org . junit . Assert . assertEquals ( ""TRACE"" , trace . toString ( ) )
","<mask> . junit . Assert . assertEquals ( <mask> , trace . <mask> ( ) )"
"org . junit . Assert . assertThat ( result , org . hamcrest . CoreMatchers . is ( 2 ) )
","org . junit . <mask> . assertThat ( result , org <mask> hamcrest <mask> CoreMatchers . is ( 2 ) <mask>"
"org . junit . Assert . assertTrue ( bsnLocker . getLocks ( 1L , java . util . Collections . < java . lang . String > emptyList ( ) , java . util . Collections . < java . lang . String > emptyList ( ) ) )
","org . junit . Assert . assertTrue ( bsnLocker . <mask> ( 1L , java . <mask> . Collections <mask> < java <mask> <mask> . String > emptyList ( ) <mask> java . <mask> . Collections . < java . <mask> . String > emptyList ( ) ) )"
"org . junit . Assert . assertEquals ( Boolean . FALSE , e . getEnableCounting ( ) )
","org . junit . <mask> <mask> assertEquals ( Boolean . FALSE , e . getEnableCounting ( ) <mask>"
"org . junit . Assert . assertFalse ( hd . equals ( null ) )
",org . junit . Assert . assertFalse ( hd . equals ( null ) <mask>
"org . junit . Assert . assertEquals ( brpPersoonslijst , result )
",org . junit . Assert . <mask> ( brpPersoonslijst <mask> result )
"org . junit . Assert . assertEquals ( BatchStatus . FAILED , executionStatus )
","org . junit . <mask> . assertEquals ( <mask> . FAILED , executionStatus )"
"org . junit . Assert . assertEquals ( ( ( ""\n"" + sqlText ) + ""\n"" ) , expected , TestUtils . FormattedResult . ResultFactory . toStringUnsorted ( rs ) )
","org . junit . Assert . assertEquals ( ( <mask> <mask> + sqlText ) + ""\n"" ) , expected <mask> TestUtils . FormattedResult . ResultFactory . <mask> ( <mask> ) )"
"org . junit . Assert . assertEquals ( ( ( ""<sp>20<sp>|<sp>1<sp>|<sp>75000<sp>|<sp>5<sp>|\n"" 9 + sqlText ) + ""<sp>20<sp>|<sp>1<sp>|<sp>75000<sp>|<sp>5<sp>|\n"" 9 ) , expected , TestUtils . FormattedResult . ResultFactory . toStringUnsorted ( rs ) )
","org <mask> junit . Assert . assertEquals ( ( ( ""<sp>20<sp>|<sp>1<sp>|<sp>75000<sp>|<sp>5<sp>|\n"" 9 + sqlText ) + ""<sp>20<sp>|<sp>1<sp>|<sp>75000<sp>|<sp>5<sp>|\n"" 9 ) , expected <mask> <mask> . FormattedResult . ResultFactory . toStringUnsorted <mask> <mask> ) )"
"org . junit . Assert . assertEquals ( asicEBaselineB , unserialized )
",org . junit . Assert . <mask> ( asicEBaselineB <mask> unserialized )
"org . junit . Assert . assertTrue ( uris . isEmpty ( ) )
",org . junit . Assert . assertTrue ( <mask> . isEmpty ( <mask> )
"org . junit . Assert . assertTrue ( rc . contains ( subset ) )
",org <mask> junit . Assert . <mask> ( rc . contains <mask> subset ) )
"org . junit . Assert . assertFalse ( subject . controleer ( new nl . bzk . migratiebrp . synchronisatie . runtime . service . synchronisatie . verwerker . context . VerwerkingsContext ( null , null , null , null ) ) )
","<mask> . junit . Assert . assertFalse <mask> subject . controleer ( new nl . <mask> . migratiebrp <mask> synchronisatie <mask> runtime <mask> service . synchronisatie . verwerker . context . VerwerkingsContext ( null , null , null , null ) ) )"
"org . junit . Assert . assertEquals ( template . getAlarmOps ( ) , alarmOps )
","org . junit . <mask> . assertEquals ( <mask> . getAlarmOps ( ) , alarmOps )"
"org . junit . Assert . assertEquals ( path , com . intellij . openapi . util . io . FileUtilFindFileTest . myFirstFile . getAbsolutePath ( ) )
","org . junit . <mask> . assertEquals ( path , com . <mask> . openapi . <mask> . io <mask> FileUtilFindFileTest . myFirstFile . getAbsolutePath ( <mask> )"
"org . junit . Assert . assertThat ( result , org . hamcrest . Matchers . is ( 6 ) )
","org . junit . Assert . assertThat <mask> result , <mask> . <mask> . Matchers . is <mask> 6 ) )"
"org . junit . Assert . assertNotNull ( entity . getId ( ) )
",org . <mask> . Assert <mask> assertNotNull ( entity . getId ( ) )
"org . junit . Assert . assertEquals ( 2 , modules . size ( ) )
","org <mask> junit . Assert . assertEquals ( 2 , modules . size ( ) <mask>"
"org . junit . Assert . assertEquals ( 5 , result )
","org . junit . Assert . <mask> ( 5 , <mask> )"
"org . junit . Assert . assertEquals ( expResult , result )
",org . junit . Assert . assertEquals ( expResult <mask> <mask> )
"org . junit . Assert . assertThat ( FullHalfPair1 . equals ( FullHalfPair2 ) , org . hamcrest . CoreMatchers . is ( false ) )
","org . junit . Assert . assertThat ( <mask> . equals ( FullHalfPair2 ) , org <mask> hamcrest . CoreMatchers <mask> is ( false ) )"
